ID,Symbol,CC-1,CC-2,CC-3,C4-1,C4-2,C4-3,IG-1,IG-2,IG-3,Z1-1,Z1-2,Z1-3,Z2-1,Z2-2,Z2-3
O43157,PLXNB1,22103.88672,12220.25195,13650.51562,,14149.39844,14918.15039,7006.533203,,2713.957031,16720.48633,14354.54688,8698.912109,13574.45898,14325.61328,5421.349609
O43159,RRP8,8941.201729,23442.30465,12919.29644,8787.236311,15862.4622,39562.11993,,,,33469.07031,44557.48801,60421.81335,20863.45645,24395.20474,37484.91275
O43166,SIPA1L1,3051.044238,9277.537775,3402.42675,1683.321815,5054.357609,2181.658191,,,,8093.588516,6081.825358,9207.418639,2985.353585,2713.071143,4729.639749
O43169,CYB5B,,12287.70215,12240.56543,6026.173828,2442.819824,,,,,16689.52344,22298.41797,13928.85352,,3511.164062,6666.658691
O43172,PRPF4,6279.260748,20292.39764,5896.79512,5627.171505,14825.6077,22506.49542,2201.376462,,2206.68057,42320.77546,50194.30959,44788.05737,28793.26295,23258.68359,46748.99567
O43175,PHGDH,3576.328672,7925.471393,47334.18135,5759.313335,10257.42165,9475.87618,,,,4250.502712,,3338.415698,6365.684089,2728.329314,6819.678302
O43184,ADAM12,33320.375,83223.4375,77306.75,99313.39844,40012.93359,88738.53906,88503.84375,80143.35156,101052.3438,86940.61719,72139.92969,90216.84375,85472.9375,84653.53906,104267.8828
O43189,PHF1,8503.049542,17157.2161,7495.578297,9501.582969,17959.15848,25364.89034,,,,19745.99097,31536.19641,26370.0325,22456.79176,18438.46316,31134.02263
O43237,DYNC1LI2,7723.971647,6249.00006,1583.75293,7794.162302,10669.66747,6315.079905,,,,8211.054688,2931.826993,,,,
O43251,RBFOX2,513822.625,443927.625,407775.6562,437385.4688,351453.1875,378222.8125,415270.0938,421677.1562,349793.0938,435115.9375,,210775.6719,432030.625,432216.9062,137174.5469
O43257,ZNHIT1,13976.71847,7787.663546,,,13036.42738,13587.74636,,,,10738.97249,20879.86805,4600.933125,,13336.37368,12209.68959
O43290,SART1,13843.22115,19883.12582,13696.5736,17719.65731,24249.03711,23771.53909,5999.807173,2277.948778,6954.480438,48422.93822,55339.91851,52869.56864,28894.57766,27698.84375,40600.72195
O43293,DAPK3,6193.412109,8565.678711,8623.401367,8334.425781,10574.72266,8113.958008,,,,9443.767578,10768.55566,5849.663086,4588.773926,11015.5918,15196.0918
O43390,HNRNPR,70028.32309,146326.9643,75723.43161,36845.85105,98772.28912,88684.12185,10027.39398,4139.409198,10465.43433,172062.4923,183073.4323,195854.3087,137663.7934,129931.6845,192008.5042
O43395,PRPF3,4972.920007,9798.628366,7126.890023,5012.818808,7409.735975,12519.81142,,,,23216.54983,31545.6198,24998.85756,13642.44972,10531.52201,19338.94617
O43402,EMC8,4443.751465,14322.81445,9495.949219,8089.283691,,5957.333984,,,,18103.67188,14909.68164,11706.26758,11027.12109,11013.10352,13379.0498
O43447,PPIH,19311.01359,38843.65644,,,48796.79911,42659.03858,,,,66524.1211,59508.6324,74913.9581,36891.59126,31555.22347,58183.06252
O43451,MGAM,14212.14771,22961.9189,14814.60301,13802.53434,13126.20287,20988.69942,90063.26636,24034.11186,59886.66918,18408.20546,14262.25046,25835.14094,16039.37656,25659.13476,13912.39403
O43463,SUV39H1,10634.353,18283.65022,8033.84075,4789.274766,5550.824547,9054.571057,,,,14383.42188,17320.18239,10000.94803,14060.05832,12752.60682,21614.51265
O43491,EPB41L2,8187.137163,9569.5711,3889.506172,9645.275998,4142.666384,5550.590408,,,,12384.57632,17408.28374,16920.21592,,2730.018737,
O43493,TGOLN2,45817.50781,46542.32422,42451.56641,45347.66016,30916.51172,41123.38672,,50678.92969,40295.0625,37348.91797,30279.52344,29943.62891,24225.76172,37170.98438,25828.78516
O43513,MED7,,21695.90039,14343.29102,24160.81445,27628.8125,23880.75195,,,,23968.48828,22842.72266,19386.02539,12008.08301,15176.60742,16985.86914
O43524,FOXO3,,3299.800049,,,12717.65723,8990.483398,3040.854248,,,8549.953125,14310.52441,8351.138672,7359.969727,4258.863281,4998.557617
O43542,XRCC3,13446.79199,22355.2793,17118.65234,14124.31641,23414.4668,25363.50586,14737.19922,11498.12402,19393.06836,20146.51172,11491.11328,20987.64648,19796.10938,22411.20703,22086.58594
O43548,TGM5,2596.609375,,3546.557129,,,5050.532227,,1936.783569,,,3846.48999,,8014.895508,,
O43583,DENR,27291.5295,47811.03373,21804.58077,44903.74333,100227.7867,107307.399,,,,28349.8817,13212.18132,28761.60583,26618.5208,43077.57788,37387.57827
O43638,FOXS1,,,,2975.918213,,16328.60156,,,,27330.45703,31062.0332,,15174.85156,,45939.35547
O43660,PLRG1,5005.444729,12438.04851,4567.32121,5513.649118,9038.166769,11195.13965,,,1248.319409,26693.01999,33751.30215,32647.26034,17421.41579,14851.16324,23444.52081
O43663,PRC1,18331.14044,52272.29688,19119.17595,30078.88534,44987.0242,43622.95607,,,7581.094357,21188.85335,43177.01953,25732.52412,43103.2341,45007.8753,63672.28614
O43670,ZNF207,34645.77147,52388.16406,34930.83476,36819.43477,92720.60372,97409.42942,20376.98828,9756.553841,17519.59529,57422.47987,49848.82259,46542.87674,45452.36311,46289.77128,60457.05787
O43677,NDUFC1,18106788,20958960,19249496,16447270,17030858,19252550,14382755,11978016,13260760,18137128,18109680,19509278,20352278,19647516,20390838
O43678,NDUFA2,17909.86328,15598.06738,25782.45312,9208.350586,11398.79199,9939.679688,2960.986328,,,18612.01172,26712.98438,15810.70605,17506.44727,8875.301758,21879.97656
O43684,BUB3,57169.73982,126195.5854,75022.47932,106469.6618,142512.5357,174320.4928,27996.47185,,16754.42953,113535.635,131386.394,132999.715,99581.38614,107476.5468,148772.2793
O43692,PI15,,,4655.643555,,,,,,,,,,,,15218.86523
O43707,ACTN4,3164.29287,8431.873983,55628.71843,,8673.552285,3840.375079,,,,9259.03835,4738.432185,9214.866526,3824.935124,6812.969221,7692.685153
O43709,BUD23,3667.145816,5664.443521,2000.780368,4620.720191,7257.240635,8083.698762,3167.169469,,,8713.304688,9584.731445,8785.220108,9751.285156,9898.36021,14265.66475
O43745,CHP2,327305.2812,266066.4688,226323.4844,69522.78125,86866.42188,196861.2188,164845.6094,126199.2266,213581.7812,132747.2344,113512.4609,233015.25,237301.5938,56722.96094,112395.5156
O43776,NARS1,13227.18262,12389.52637,,,11351.96582,,,,,5695.136719,,,,2112.843506,7300.626465
O43791,SPOP,,7124.788086,3138.172852,3677.421875,4022.466309,13469.89941,,,,12991.7793,14735.89453,7094.22998,11624.9043,3258.07373,10551.04492
O43795,MYO1B,42925.46054,81033.64986,35956.06464,33730.43726,58418.04362,60617.69765,32618.27171,8422.488773,18124.99492,74498.79787,65417.00686,61503.78096,28767.75384,20688.76015,41521.64916
O43809,NUDT21,59281.42631,121979.6175,67075.83039,47643.57432,102583.5938,120304.2946,19680.14778,8864.460993,16871.1619,155385.7188,168753.931,147037.3368,106382.6406,112768.5592,153736.9106
O43813,LANCL1,,32056.19727,25265.5918,,33660.39844,49375.37109,,,,53428.52344,56305.20703,40900.65234,31916.82227,24794.64453,16782.08594
O43818,RRP9,37254.99835,72993.87391,41680.69498,31752.31971,68447.22304,84276.74527,11236.6173,,10950.01496,80231.1832,111011.6727,130318.8927,76821.76347,80125.93929,125852.1684
O43823,AKAP8,8083.912911,11153.29642,5321.667945,8490.915134,13116.88166,19362.03695,,,1897.610758,31134.81989,31018.75039,31418.59374,19451.64037,19093.62428,22907.38659
O43829,ZBTB14,,24404.80859,22660.86328,19714.03906,9035.348633,9361.925781,,,,10662.23828,16445.15234,17183.375,22676.77344,10788.10938,28964.98828
O43866,CD5L,140973.7969,131744.5938,105067.4375,132972.5312,135514.2969,141523.9375,137289.7656,,92951.82812,126600.0859,138451.4688,98474.625,136989.9844,105442.4766,113608.8438
O43913,ORC5,8536.322585,19487.87949,8357.191837,13547.25209,25162.38653,29092.32649,,,,31675.17144,39661.38161,40746.91662,23548.11533,25649.95488,51109.11821
O43929,ORC4,5693.152918,12136.5085,,4848.268213,11070.86121,18198.57376,,,,20784.38894,22831.04108,19806.84751,12265.36123,14572.21375,14375.25417
O60216,RAD21,27182.11268,64664.04648,21992.58318,29103.28227,75748.74077,66421.49187,8983.06792,,5114.466095,75933.58004,86328.7249,81142.101,77030.85212,65526.28509,98549.41616
O60220,TIMM8A,6275.652344,,5031.432617,,18458.98047,24722.94141,,,,10900.81934,14414.7998,7706.925781,9782.438477,,20860.27539
O60229,KALRN,,31121.86328,,17119.88281,,,,,,,24703.30664,,,34470.69922,
O60231,DHX16,1675.169001,3493.407442,2116.054153,,2197.994712,2950.398349,,,,5080.457396,3555.602051,5801.556641,3946.148569,2332.169876,6573.450195
O60244,MED14,51556.33462,52809.96877,20562.31064,38981.56675,38193.70512,40570.53882,6297.741135,,,60368.10046,36044.08203,38711.2321,31716.67968,28561.89209,35310.36448
O60264,SMARCA5,56333.50612,107542.4736,52154.6953,70848.45323,127781.6044,139142.6201,18192.93379,5670.721457,13058.18699,211728.6469,239057.8594,232041.3205,141657.1516,137623.2751,221306.6378
O60281,ZNF292,1566.917363,3478.734639,2116.583635,3582.732404,3569.035541,4800.641032,,,,7060.099363,8014.410782,8441.779974,5051.196123,6249.156034,9633.71951
O60287,URB1,,11192.57822,3726.099604,3696.884017,3509.912585,9071.027197,,,,9129.176529,12201.96077,15213.56631,6679.289959,8313.982812,17123.84459
O60299,LZTS3,6157.571289,13886.52246,2662.724854,,,6058.767578,,,,2711.54248,11232.3125,,1881.726807,,
O60306,AQR,4287.434477,11383.51896,4679.003685,4270.290951,9127.635098,11487.01985,1517.773553,,,24779.06471,31445.67203,26387.543,14924.68002,10706.35016,20088.47106
O60318,MCM3AP,7215.477344,17016.84966,10530.70185,9935.262635,20923.24685,27362.87206,,,7258.225408,27560.40305,34319.96102,28768.60352,19797.75433,16680.71503,28462.26676
O60341,KDM1A,11653.79811,26713.16393,12085.07711,9032.008408,19498.03581,22321.42963,3469.853313,,3560.235382,33506.71606,34500.07141,26704.19823,21599.41005,20525.83067,37214.66953
O60381,HBP1,1126910.25,1406042.75,1027745.438,415943.8125,1024330.375,1304628.5,1399292.875,1252920,839423.625,1178161.5,1284349.375,1405065,1289800.75,1174640.375,1317363.5
O60437,PPL,2808.504684,2353.705562,106056.3212,,2642.474992,2925.712641,2530.313136,,,2092.2105,1941.784786,,2769.250998,3401.637429,3129.020237
O60493,SNX3,,,7091.891602,,,2649.106689,,,,,,5722.097168,,,
O60494,CUBN,20244.77344,31925.83789,33534.82031,17268.08203,27836.15234,25527.10156,,,,17305.52344,22536.51562,30652.36328,26810.54688,19635.21875,18503.27344
O60504,SORBS3,,,5913.283691,,3147.686523,9554.09375,,,,2649.895996,,,,,
O60506,SYNCRIP,53985.66243,100915.958,57658.23513,32101.89877,93476.77224,97644.66093,12723.20301,,8786.530375,151502.4348,154167.1757,148794.6611,96798.32437,81011.3947,130897.2411
O60508,CDC40,6338.256999,12791.72318,6031.372935,6432.180137,14579.29963,14173.49838,,3845.881321,,31742.57263,27640.17194,32759.33634,22577.50315,17212.21721,24363.66852
O60563,CCNT1,5470.013269,9667.070542,4849.888604,5537.378652,3279.714106,3645.832815,,,,8907.747354,10552.00534,9147.639755,4495.132381,7147.613296,6363.909318
O60583,CCNT2,,9298.642929,,,,,,,,7090.524402,8987.310642,,8221.241877,8863.372128,8084.791269
O60645,EXOC3,,,,,9562.912109,,,,,,,,,,12773.51953
O60664,PLIN3,17449.00977,,13841.26758,,,,,,,,,,,,
O60675,MAFK,,26507.71231,15880.06369,29601.40344,40948.05397,35601.56334,,,,51351.30493,47653.37365,45767.26457,10961.47396,37416.99325,62181.85299
O60684,KPNA6,1479.974609,8033.437012,26316.0957,,12341.50293,15359.08594,,,,,16825.02734,,,20579.13086,18412.125
O60701,UGDH,,,17283.62891,,,,,,,9891.517578,,,7118.51123,,
O60716,CTNND1,2842.396876,10171.62219,14523.53361,9361.667969,10811.41664,10750.7832,1333.241233,,,14983.73601,8192.313809,5755.942959,3142.223638,3283.870881,8251.477853
O60721,SLC24A1,,68742.74219,64841.57031,60723.60938,91466.90625,86041.27344,,,,92322.15625,83100.6875,107143.3516,101289.5781,,66758.42969
O60783,MRPS14,14547.66992,32770.10156,14968.00977,,25503.50586,6420.750977,19817.39062,,,,,,,,
O60828,PQBP1,11012.50713,43201.74508,27939.43253,37427.5898,47041.23052,47338.33086,,,3997.687355,72812.04529,95826.73469,82772.58141,60233.36633,52975.3567,73728.33237
O60831,PRAF2,,29296.85156,,,,,,,,8494.776367,25972.04102,29991.88281,20589.86914,21801.04883,52974.04688
O60832,DKC1,7981.812953,17101.83761,8009.319477,7443.978413,13097.11098,31915.73262,,,3090.569637,22480.60249,27009.41833,45015.9024,22568.74479,23953.56559,43180.83533
O60841,EIF5B,7556.501388,13312.2792,11410.3247,15513.40755,27037.1738,29928.88216,,,,8843.449791,8307.312891,4548.453815,7504.845087,6595.741374,9856.330949
O60869,EDF1,15877.73521,42126.96521,18148.81571,19295.51691,38608.819,36066.91953,,,,16863.47859,10907.74341,12853.02966,14620.78775,13038.56425,21698.19944
O60870,KIN,3086.116491,7644.984664,3262.728418,4933.514229,16185.55315,22139.15559,1651.892818,,,13134.38027,20117.30455,21348.01246,11498.33657,6274.594512,16254.34665
O60884,DNAJA2,11096.14453,14464.74698,14064.08951,,10177.85113,31466.3596,,,,49085.87298,58462.44531,26117.2484,23432.89207,7818.282512,
O60885,BRD4,12217.12254,21168.33349,13656.79751,30655.47898,26989.11719,27249.31704,1422.987682,,,31582.00026,29791.07547,29416.21049,23538.93697,23403.49091,36364.95636
O60888,CUTA,19552.93555,22418.14453,33105.13281,,27346.40625,32254.54297,17317.64258,,13936.0752,33520.43359,25670.99219,34038.26562,24324.90039,28625.95703,28240.56445
O60934,NBN,9998.959833,17709.38368,10985.20705,16647.26437,24560.46188,32450.26896,1869.064215,,3630.756074,19722.28659,21305.41371,22871.29466,25700.63083,27396.67979,38939.38836
O75038,PLCH2,,,,,17793.95703,,6857.015625,,7167.08252,,13156.91699,20957.12891,,13048.95117,
O75081,CBFA2T3,9969.228516,,,,4760.463867,6237.669922,,,8111.219238,10023.65527,,4191.695312,7194.898926,,
O75083,WDR1,13375.52636,17937.99009,17566.04598,8028.471978,22680.82936,23466.47913,7236.744527,8162.008578,8656.328047,25772.29659,19849.19326,17009.15773,15516.91912,10465.33039,10581.27689
O75116,ROCK2,6808.978949,10252.92869,,,19415.89453,16624.8071,,,,,,,,7868.865951,
O75122,CLASP2,78540.51562,,,31156.64453,16289.86523,32739.36914,22213.71875,,,21955.90234,36322.52344,32330.50781,26174.58398,20721.89062,14128.91699
O75128,COBL,,30773.94141,,,,30948.25586,,1848.790283,,,24123.53516,,,33371.96484,
O75131,CPNE3,5594.931146,3919.95825,6170.967561,8170.243292,23463.93548,16925.84867,2072.030386,819.0129936,2076.477426,41755.85938,37114.74154,14554.54261,1777.749435,1716.002965,4166.434569
O75150,RNF40,5613.490323,11014.7069,5870.043895,8184.562514,15553.86001,13627.30407,2368.99996,,,19816.23987,27962.73754,19638.80367,13590.65693,13280.93682,20877.53265
O75151,PHF2,7120.649266,14693.40411,5685.967058,7390.533424,10891.54945,15022.71387,,,3200.81124,19380.15048,24602.87878,22186.38462,23646.26537,22805.65039,33510.22867
O75152,ZC3H11A,17546.51305,44143.08332,24801.71631,21425.63288,38221.25521,48249.79953,3366.108438,,3289.681929,69686.14291,80213.4231,74375.5122,45860.51505,39051.96434,54663.40029
O75170,PPP6R2,292725.7812,114586.1406,188368.5781,197559.2812,143272.8125,204276.8594,196451.0156,179423.8594,283340.625,78778.82812,203782.8438,109503.6562,147577.2969,115012.9375,90191.41406
O75177,SS18L1,,2412.362305,2774.193604,,9274,3883.734375,,1438.341553,,8467.626953,8991.748047,8116.831055,5638.82666,3558.230713,7431.871094
O75182,SIN3B,2213.296532,7875.233181,3082.943881,5760.263485,10322.25335,7290.221225,,,,14020.15569,10875.8128,11872.62793,10647.83864,9611.700624,16262.12148
O75190,DNAJB6,18548.4488,15079.23633,16182.9535,20804.4341,11058.74501,15351.94179,11506.99051,,8543.174181,15189.00195,20734.38712,12847.17414,25972.83938,20832.35547,37933.00711
O75223,GGCT,64457.9491,26319.79066,46657.70697,14989.92224,31498.68182,38043.18488,34857.26468,60295.88748,53324.16633,24108.25048,70296.46539,33311.80256,47872.6445,34688.54066,37257.01897
O75251,NDUFS7,15112.43206,31388.39242,17844.85328,11777.08694,22394.81368,21347.2491,5620.395153,4475.823926,3696.303954,24277.02371,22444.72942,15392.57945,12355.04139,5858.288891,11624.74389
O75319,DUSP11,,,,,,,,,,9384.057617,,20412.08008,22836.06641,12213.63574,
O75330,HMMR,,23472.03125,11184.24902,13093.39648,5760.590332,,,,,7096.637695,,,,,14582.58398
O75340,PDCD6,1620.148718,5588.691501,3530.659375,,9725.375926,9071.208888,,,,4174.01151,3638.786368,5762.882906,2142.938955,2940.374016,11037.67434
O75342,ALOX12B,32446.80791,14414.48443,56000.0461,13260.37465,24229.44032,42429.5868,21293.59723,14261.24821,37410.17946,18486.69071,59887.08279,22492.99239,33852.71001,34161.40942,44481.23118
O75362,ZNF217,4646.219382,9924.226216,,11164.72551,12044.95009,13233.28852,,,,9338.850029,6414.305469,12127.36173,10752.70591,5738.731688,19025.58142
O75367,MACROH2A1,152808.6366,308152.7188,150921.1957,195607.6334,344274.7107,374892.4349,17753.68516,6291.454326,18503.74805,593528.7518,672268.7481,715318.375,461805.4898,450779.6854,711733.537
O75369,FLNB,9792.66856,20098.87129,13540.24594,8993.169465,43522.11481,17958.70538,3158.565789,1524.271145,1818.122499,24256.56876,13591.9045,12907.04396,6316.788968,5216.66638,9988.073744
O75390,CS,,9795.08564,20390.02457,,21212.33241,17688.67707,,,,21830.52534,15319.6287,5614.508677,6111.707086,,3642.843499
O75396,SEC22B,13313.19566,25139.57636,13513.29243,10976.07791,19764.91673,16923.22667,4440.749628,,3188.717932,30383.18939,37616.95988,26910.17458,17723.0203,18059.62345,31180.8091
O75400,PRPF40A,15044.98072,25354.88003,14217.95203,27210.16016,30994.62343,30883.15694,,3304.098545,,64016.4342,73022.38281,67902.53209,33489.11712,33501.46363,53496.77029
O75446,SAP30,8533.862418,,,,18624.78758,22817.02185,,,,20213.06396,56364.18354,48938.42037,18852.08993,8577.189907,29690.89419
O75448,MED24,47993.04634,51514.09636,25761.52402,40270.35586,34421.59651,32154.69191,,,,63651.13394,39306.60601,45643.20975,34338.609,31739.36719,39738.54928
O75449,KATNA1,,,,,25500.92188,11290.61816,,,,,,,,,9645.292969
O75475,PSIP1,43954.86757,77300.89616,33751.35156,39052.73664,68578.52826,68989.82315,4644.809195,1477.621179,5632.284889,73286.33506,85668.35406,78316.58709,76637.81272,84466.42064,133807.9062
O75494,SRSF10,77778.69187,263496.233,105553.745,73186.31135,245213.1032,203963.7243,21878.99145,,20984.34491,347173.4551,366686.6699,402394.7762,256505.0984,246734.0871,427519.3075
O75496,GMNN,616509.1875,308524.9062,155824.2656,194610.4688,318378.4688,364523.5625,35362.13281,,110629.3984,375197.375,484034.6875,475651.2812,369142.7188,382317.8438,537446.375
O75521,ECI2,11140.6084,16083.40039,,,26623.59375,12446.69727,,,,14550.2168,,33999.13281,9771.920898,3765.220703,21083.39844
O75525,KHDRBS3,42803.21783,113288.1377,63499.71959,34843.09804,66581.02022,62395.80277,5297.977377,3318.479045,6578.49452,97403.21599,121618.3832,113339.4685,77606.63315,70317.58806,124975.4921
O75528,TADA3,13982.92383,20111.62237,7963.348519,7614.184768,14377.77246,13535.78461,,,,21402.55427,21729.82796,16075.22762,19740.84518,16366.21144,24766.46399
O75529,TAF5L,9136.787089,14004.98877,,13187.94591,10777.31348,20558.62274,,,,22458.24462,10261.14955,23242.96484,7791.997287,8344.794965,12643.80554
O75530,EED,13220.76945,26652.1253,8370.758721,11058.26573,28215.01451,31981.50681,,,,28472.03763,30147.69223,31744.93999,29418.61207,32735.4468,48814.50546
O75531,BANF1,218329.7291,491435.6207,111504.4726,129386.6559,355100.9095,448735.5963,41654.81266,6345.297225,45076.52678,672245.5708,829953.4154,813650.1135,404208.4741,512391.2176,725865.7867
O75533,SF3B1,31963.69966,63365.89349,30610.17903,30211.32588,51655.42778,46360.07857,6003.386692,1571.2711,4950.316601,99626.46815,102149.7286,99907.65866,60217.35979,52847.44257,89831.58506
O75534,CSDE1,12886.75581,41796.2035,18074.2029,5155.349948,10255.42463,9532.261717,,,,10924.90747,6709.331264,7615.75148,6213.964584,4255.949837,13023.26061
O75564,,,6102.559082,,,2943.008545,,,,,,,10497.79199,6237.661621,,8710.050781
O75569,PRKRA,12454.25415,27987.70307,19105.20148,7222.90458,10289.01709,6026.172372,,,,10096.1339,11073.79911,7751.537731,2782.924396,,3718.059125
O75586,MED6,30984.71237,37949.88267,13890.953,43184.97193,28228.42578,20238.07362,,,,51465.70312,36607.34497,30809.12362,24964.39062,15440.18563,25553.68438
O75592,MYCBP2,961635.3125,953793.5,782028,814948.625,823638.5,845029.25,858728.5,783775.75,733104.375,944100.4375,846361.5625,939312.625,810440.5,741384.4375,718763.625
O75607,NPM3,,,,9692.296875,33829.45703,20045.66016,,,,19102.46289,,45902.55469,14316.04297,,23103.64258
